,education,capital-loss,hours-per-week,race,gender,workclass,educational-num,fnlwgt,age,occupation,capital-gain,marital-status,relationship,income,race,gender,age
37340,11th,0,50,White,Male,Private,7,184655,35,Transport-moving,0,Divorced,Not-in-family,<=50K,White,Male,35
27373,Bachelors,0,40,White,Male,Private,13,277647,40,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,40
25552,HS-grad,0,40,White,Male,Private,9,72593,21,Other-service,0,Never-married,Own-child,<=50K,White,Male,21
20160,5th-6th,0,40,Asian-Pac-Islander,Female,Private,3,128212,43,Machine-op-inspct,0,Married-civ-spouse,Wife,>50K,Asian-Pac-Islander,Female,43
27537,Some-college,0,40,White,Male,Private,10,223515,20,Other-service,0,Never-married,Own-child,<=50K,White,Male,20
282,HS-grad,0,25,White,Female,Private,9,145917,23,Handlers-cleaners,0,Never-married,Not-in-family,<=50K,White,Female,23
868,Doctorate,0,55,White,Male,Federal-gov,16,207973,35,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,35
28613,7th-8th,0,40,White,Male,Private,4,558944,40,Farming-fishing,0,Never-married,Own-child,<=50K,White,Male,40
37982,Bachelors,0,40,White,Female,Private,13,391349,26,Adm-clerical,0,Married-civ-spouse,Wife,>50K,White,Female,26
11169,5th-6th,0,30,White,Male,Private,3,247328,31,Transport-moving,0,Never-married,Not-in-family,<=50K,White,Male,31
239,HS-grad,0,40,White,Male,Private,9,103435,31,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,31
3725,12th,0,40,Black,Male,?,8,291746,20,?,0,Never-married,Own-child,<=50K,Black,Male,20
38560,Some-college,0,40,White,Male,Self-emp-inc,10,193524,40,Farming-fishing,0,Married-civ-spouse,Husband,>50K,White,Male,40
19445,Prof-school,0,50,White,Male,Private,15,173938,41,Adm-clerical,0,Married-civ-spouse,Husband,>50K,White,Male,41
46621,HS-grad,0,78,White,Male,Private,9,70720,57,Other-service,0,Married-civ-spouse,Husband,<=50K,White,Male,57
19651,Prof-school,0,60,White,Male,Private,15,348739,38,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,38
11518,Masters,0,60,White,Male,Self-emp-not-inc,14,183081,39,Sales,0,Never-married,Not-in-family,>50K,White,Male,39
27057,HS-grad,0,40,White,Male,Self-emp-inc,9,146574,54,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,54
43903,Masters,0,40,White,Male,Private,14,165346,44,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,44
43379,Assoc-acdm,0,60,White,Male,Private,12,180758,29,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,29
42344,HS-grad,0,40,White,Female,Private,9,155654,46,Other-service,0,Married-civ-spouse,Wife,<=50K,White,Female,46
18709,HS-grad,0,40,White,Female,Private,9,154194,41,Sales,0,Never-married,Own-child,<=50K,White,Female,41
28963,HS-grad,0,35,White,Female,Private,9,357059,19,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,19
11933,Bachelors,0,55,White,Male,Private,13,249449,51,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,51
43922,Masters,0,75,White,Male,State-gov,14,36999,41,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,41
22732,Some-college,0,40,White,Male,State-gov,10,191779,37,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,37
5286,HS-grad,0,46,White,Female,Private,9,68393,28,Other-service,0,Never-married,Not-in-family,<=50K,White,Female,28
10538,Bachelors,0,40,White,Male,Local-gov,13,117963,34,Transport-moving,0,Married-civ-spouse,Husband,>50K,White,Male,34
30707,10th,0,16,White,Male,Private,6,274451,67,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,67
18526,Some-college,0,40,White,Male,Private,10,128143,51,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,51
34328,Masters,0,70,White,Male,Self-emp-not-inc,14,240013,52,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,52
30452,HS-grad,0,45,Black,Male,Private,9,162814,34,Protective-serv,0,Divorced,Not-in-family,<=50K,Black,Male,34
1289,Bachelors,0,40,White,Male,State-gov,13,184901,30,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,30
47675,HS-grad,0,30,White,Male,Self-emp-not-inc,9,147850,39,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,39
13164,Assoc-acdm,625,60,Black,Male,Private,12,262758,29,Other-service,0,Never-married,Unmarried,<=50K,Black,Male,29
33949,12th,0,40,White,Male,Local-gov,8,387844,44,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,44
28698,Some-college,0,28,Black,Male,Private,10,405386,34,Craft-repair,0,Never-married,Not-in-family,<=50K,Black,Male,34
43498,HS-grad,0,70,White,Male,Private,9,276559,38,Exec-managerial,7688,Married-civ-spouse,Husband,>50K,White,Male,38
36764,Doctorate,0,40,White,Female,Local-gov,16,146244,79,Prof-specialty,0,Widowed,Unmarried,<=50K,White,Female,79
38896,Bachelors,0,40,White,Female,Private,13,270151,26,Sales,0,Never-married,Not-in-family,<=50K,White,Female,26
12544,12th,0,40,White,Male,Private,8,445480,29,Machine-op-inspct,0,Married-civ-spouse,Other-relative,<=50K,White,Male,29
6482,Doctorate,0,40,White,Female,State-gov,16,342510,44,Prof-specialty,7688,Married-civ-spouse,Wife,>50K,White,Female,44
24804,Assoc-acdm,0,40,White,Male,Private,12,114955,34,Machine-op-inspct,0,Divorced,Not-in-family,<=50K,White,Male,34
40175,Bachelors,0,40,White,Male,Private,13,228372,46,Sales,0,Divorced,Unmarried,>50K,White,Male,46
21347,HS-grad,0,50,White,Male,Private,9,123075,45,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,White,Male,45
18562,11th,0,27,White,Male,?,7,120243,18,?,0,Never-married,Own-child,<=50K,White,Male,18
47689,Assoc-voc,0,40,White,Female,Private,11,184078,27,Adm-clerical,0,Divorced,Unmarried,<=50K,White,Female,27
15820,Some-college,0,40,White,Female,Private,10,210053,21,Adm-clerical,0,Never-married,Own-child,<=50K,White,Female,21
18218,Bachelors,0,40,White,Female,Private,13,28160,35,Exec-managerial,0,Married-spouse-absent,Unmarried,<=50K,White,Female,35
38150,HS-grad,0,30,White,Male,Private,9,150076,44,Other-service,0,Never-married,Not-in-family,<=50K,White,Male,44
26458,Masters,0,50,White,Male,Private,14,355865,60,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,60
23958,HS-grad,0,24,White,Female,Private,9,191893,44,Other-service,0,Never-married,Own-child,<=50K,White,Female,44
34476,Some-college,0,40,White,Female,Private,10,22494,36,Exec-managerial,0,Divorced,Unmarried,<=50K,White,Female,36
29007,Masters,0,35,White,Female,Private,14,193820,25,Prof-specialty,0,Never-married,Own-child,<=50K,White,Female,25
30065,Prof-school,0,40,White,Male,?,15,191394,73,?,0,Married-civ-spouse,Husband,<=50K,White,Male,73
2500,Bachelors,0,40,White,Female,Private,13,142621,27,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,27
47644,Bachelors,0,20,White,Female,Self-emp-not-inc,13,365110,27,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,27
6936,Bachelors,0,45,White,Male,Private,13,30827,50,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,50
20012,Some-college,0,43,White,Male,Federal-gov,10,203070,37,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,37
16449,11th,0,16,White,Male,Private,7,25828,18,Handlers-cleaners,0,Never-married,Own-child,<=50K,White,Male,18
45053,11th,0,40,White,Female,Private,7,160456,67,Other-service,0,Widowed,Not-in-family,<=50K,White,Female,67
35140,Masters,0,40,White,Female,Local-gov,14,578377,36,Prof-specialty,0,Married-civ-spouse,Wife,<=50K,White,Female,36
10659,HS-grad,0,40,White,Male,Private,9,224566,37,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,37
46155,Bachelors,0,40,White,Male,Local-gov,13,214143,63,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,63
23403,9th,0,40,White,Male,Self-emp-not-inc,5,245090,38,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,38
12356,HS-grad,0,15,White,Female,Private,9,32510,28,Adm-clerical,0,Married-civ-spouse,Wife,<=50K,White,Female,28
7575,HS-grad,0,35,Black,Female,Private,9,96415,55,Other-service,0,Widowed,Unmarried,<=50K,Black,Female,55
28352,HS-grad,0,40,Asian-Pac-Islander,Male,Federal-gov,9,148153,27,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,Asian-Pac-Islander,Male,27
1048,11th,0,30,White,Male,?,7,35855,18,?,0,Never-married,Own-child,<=50K,White,Male,18
45755,Bachelors,0,4,White,Male,Private,13,205939,22,Exec-managerial,2202,Never-married,Own-child,<=50K,White,Male,22
26457,12th,0,40,Black,Female,Private,8,242713,37,Priv-house-serv,0,Separated,Unmarried,<=50K,Black,Female,37
3106,Some-college,0,40,White,Male,Private,10,175121,21,Farming-fishing,0,Never-married,Own-child,<=50K,White,Male,21
26498,Some-college,0,17,White,Male,Private,10,133729,49,Other-service,0,Married-civ-spouse,Husband,<=50K,White,Male,49
27525,HS-grad,0,40,White,Female,Private,9,171116,32,Other-service,0,Divorced,Own-child,<=50K,White,Female,32
22545,HS-grad,0,40,White,Male,Private,9,63509,38,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,38
38281,Prof-school,2415,80,White,Male,Self-emp-not-inc,15,198759,46,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,46
32388,Bachelors,0,40,White,Male,Private,13,116391,41,Handlers-cleaners,0,Married-civ-spouse,Husband,<=50K,White,Male,41
12266,Bachelors,0,35,White,Male,Private,13,230824,23,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,23
41145,Some-college,2258,38,White,Female,Private,10,121362,57,Adm-clerical,0,Widowed,Unmarried,>50K,White,Female,57
32962,10th,0,40,White,Male,Self-emp-not-inc,6,276221,34,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,34
32678,HS-grad,0,48,White,Female,Private,9,107682,47,Adm-clerical,0,Divorced,Unmarried,<=50K,White,Female,47
46215,Doctorate,0,50,White,Male,Private,16,244087,62,Prof-specialty,15024,Married-civ-spouse,Husband,>50K,White,Male,62
28728,HS-grad,2001,40,Black,Male,Private,9,213955,23,Adm-clerical,0,Never-married,Own-child,<=50K,Black,Male,23
29144,HS-grad,0,40,Black,Female,Federal-gov,9,399155,44,Craft-repair,0,Never-married,Own-child,<=50K,Black,Female,44
16304,11th,2042,40,White,Male,Private,7,117037,43,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,43
7181,HS-grad,0,31,White,Female,Private,9,136080,51,Sales,0,Divorced,Other-relative,<=50K,White,Female,51
32502,Some-college,0,40,White,Female,?,10,262062,21,?,0,Never-married,Own-child,<=50K,White,Female,21
34176,12th,0,60,Asian-Pac-Islander,Male,Self-emp-not-inc,8,75065,44,Exec-managerial,0,Married-civ-spouse,Husband,<=50K,Asian-Pac-Islander,Male,44
34126,Masters,0,70,White,Male,Self-emp-inc,14,196123,37,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,37
12249,HS-grad,0,40,White,Male,?,9,168548,65,?,0,Married-civ-spouse,Husband,<=50K,White,Male,65
2858,HS-grad,0,40,White,Male,Private,9,197033,44,Adm-clerical,0,Married-civ-spouse,Husband,<=50K,White,Male,44
10782,HS-grad,0,42,White,Male,Self-emp-not-inc,9,112658,72,Farming-fishing,2653,Married-civ-spouse,Husband,<=50K,White,Male,72
21312,Bachelors,0,30,White,Male,Self-emp-not-inc,13,147589,63,Sales,0,Married-civ-spouse,Husband,>50K,White,Male,63
32629,HS-grad,0,40,White,Female,Private,9,262642,57,Adm-clerical,0,Never-married,Other-relative,<=50K,White,Female,57
25848,HS-grad,0,40,White,Male,Private,9,155261,65,Exec-managerial,0,Married-civ-spouse,Husband,>50K,White,Male,65
24742,Bachelors,0,20,White,Male,Private,13,108140,38,Other-service,0,Never-married,Not-in-family,<=50K,White,Male,38
45174,HS-grad,0,40,White,Male,Private,9,212465,37,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,37
9193,Some-college,0,40,White,Male,Federal-gov,10,182470,45,Tech-support,0,Married-civ-spouse,Husband,>50K,White,Male,45
29215,HS-grad,0,40,White,Male,Private,9,229773,24,Machine-op-inspct,0,Never-married,Own-child,<=50K,White,Male,24
32451,Bachelors,0,50,White,Female,Private,13,47871,39,Exec-managerial,0,Divorced,Unmarried,>50K,White,Female,39
12385,Masters,1848,60,White,Male,Private,14,340917,32,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,32
24811,Assoc-acdm,1980,40,White,Female,Local-gov,12,304960,28,Adm-clerical,0,Never-married,Not-in-family,<=50K,White,Female,28
7973,Bachelors,0,35,White,Male,Private,13,67240,25,Prof-specialty,0,Never-married,Own-child,<=50K,White,Male,25
31596,Doctorate,0,60,White,Male,State-gov,16,165827,60,Prof-specialty,7688,Married-civ-spouse,Husband,>50K,White,Male,60
33476,Some-college,0,10,White,Female,Private,10,50953,23,Priv-house-serv,0,Never-married,Own-child,<=50K,White,Female,23
42075,Bachelors,0,40,White,Female,Private,13,36539,33,Exec-managerial,0,Married-civ-spouse,Wife,>50K,White,Female,33
7855,Bachelors,0,20,White,Female,Private,13,173483,28,Prof-specialty,5013,Married-civ-spouse,Wife,<=50K,White,Female,28
30006,HS-grad,0,35,White,Female,Private,9,105312,20,Sales,0,Never-married,Not-in-family,<=50K,White,Female,20
21951,Bachelors,0,50,White,Male,Private,13,381645,30,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Male,30
8013,Masters,0,55,White,Male,Private,14,190539,29,Prof-specialty,0,Never-married,Not-in-family,>50K,White,Male,29
36903,HS-grad,0,40,White,Male,Private,9,226883,32,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,32
19794,Some-college,0,40,White,Male,Private,10,205339,37,Tech-support,0,Never-married,Not-in-family,>50K,White,Male,37
41939,Bachelors,0,40,White,Female,Private,13,165686,30,Other-service,0,Never-married,Not-in-family,<=50K,White,Female,30
36746,Prof-school,2415,67,Asian-Pac-Islander,Male,Private,15,198654,39,Prof-specialty,0,Married-civ-spouse,Husband,>50K,Asian-Pac-Islander,Male,39
35052,HS-grad,0,40,White,Male,Private,9,216672,21,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,21
32000,HS-grad,0,40,White,Male,Self-emp-not-inc,9,271795,55,Other-service,0,Married-civ-spouse,Husband,<=50K,White,Male,55
13928,HS-grad,0,42,White,Male,Private,9,175878,30,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,30
21479,Some-college,0,20,White,Male,?,10,172637,76,?,0,Married-civ-spouse,Husband,>50K,White,Male,76
18473,12th,0,40,Black,Female,Private,8,300168,48,Adm-clerical,0,Separated,Own-child,<=50K,Black,Female,48
36745,7th-8th,0,40,White,Male,Self-emp-not-inc,4,275943,57,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,57
38780,Bachelors,0,60,White,Male,Self-emp-inc,13,301007,40,Prof-specialty,0,Married-civ-spouse,Husband,<=50K,White,Male,40
27882,5th-6th,0,40,White,Male,Private,3,158333,26,Transport-moving,0,Never-married,Not-in-family,<=50K,White,Male,26
16972,Some-college,0,45,Black,Female,Private,10,140027,24,Machine-op-inspct,0,Never-married,Own-child,<=50K,Black,Female,24
4361,HS-grad,0,20,White,Female,Private,9,149950,71,Priv-house-serv,0,Widowed,Unmarried,<=50K,White,Female,71
13330,Bachelors,0,40,White,Male,?,13,244856,61,?,4386,Married-civ-spouse,Husband,>50K,White,Male,61
15728,Masters,0,30,White,Male,Private,14,94819,51,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,51
43894,Some-college,0,50,White,Male,?,10,135840,54,?,0,Married-civ-spouse,Husband,<=50K,White,Male,54
36284,Assoc-acdm,0,40,White,Female,?,12,201375,72,?,0,Widowed,Not-in-family,<=50K,White,Female,72
40449,HS-grad,0,40,Black,Male,Private,9,274720,49,Craft-repair,0,Married-civ-spouse,Husband,<=50K,Black,Male,49
31895,Some-college,0,40,White,Male,Private,10,139268,49,Craft-repair,0,Never-married,Own-child,<=50K,White,Male,49
10430,HS-grad,0,40,White,Male,Private,9,124137,59,Sales,2202,Divorced,Not-in-family,<=50K,White,Male,59
47235,Bachelors,0,50,Black,Male,Private,13,128348,69,Exec-managerial,9386,Married-civ-spouse,Husband,>50K,Black,Male,69
27684,11th,0,20,White,Female,Private,7,295308,17,Priv-house-serv,0,Never-married,Own-child,<=50K,White,Female,17
24465,HS-grad,0,24,White,Male,Private,9,197148,59,Protective-serv,0,Married-civ-spouse,Husband,>50K,White,Male,59
46322,Some-college,0,40,White,Male,State-gov,10,142766,21,Exec-managerial,0,Never-married,Own-child,<=50K,White,Male,21
16418,Assoc-voc,0,35,White,Female,Private,11,163127,27,Adm-clerical,0,Married-civ-spouse,Wife,<=50K,White,Female,27
24091,Assoc-acdm,0,78,White,Female,Self-emp-not-inc,12,334132,27,Prof-specialty,0,Never-married,Not-in-family,<=50K,White,Female,27
44905,Some-college,0,40,White,Male,Local-gov,10,283217,26,Protective-serv,0,Never-married,Own-child,<=50K,White,Male,26
47770,Assoc-voc,0,36,White,Female,Local-gov,11,229223,28,Prof-specialty,7688,Married-civ-spouse,Wife,>50K,White,Female,28
3626,Some-college,0,25,Black,Male,Private,10,255685,23,Handlers-cleaners,0,Never-married,Not-in-family,<=50K,Black,Male,23
3593,HS-grad,0,40,Black,Male,Private,9,245226,29,Handlers-cleaners,0,Never-married,Unmarried,<=50K,Black,Male,29
44879,HS-grad,0,56,White,Male,Private,9,138975,40,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,40
13932,Some-college,0,40,White,Male,Private,10,344200,31,Sales,0,Married-civ-spouse,Husband,<=50K,White,Male,31
4005,7th-8th,0,35,White,Female,?,4,497414,19,?,0,Married-spouse-absent,Not-in-family,<=50K,White,Female,19
37699,Assoc-voc,0,40,White,Male,Private,11,112820,33,Protective-serv,0,Married-civ-spouse,Husband,<=50K,White,Male,33
28077,Some-college,0,40,White,Female,Private,10,136314,62,Adm-clerical,0,Married-civ-spouse,Wife,<=50K,White,Female,62
13107,HS-grad,0,40,White,Male,Private,9,198841,35,Farming-fishing,0,Married-civ-spouse,Husband,<=50K,White,Male,35
12333,Bachelors,0,40,White,Male,State-gov,13,164898,37,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,37
19289,HS-grad,0,40,White,Male,Private,9,96130,26,Craft-repair,0,Never-married,Other-relative,<=50K,White,Male,26
39709,HS-grad,0,40,White,Male,Private,9,204052,34,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,34
38954,11th,0,15,White,Male,Private,7,167979,18,Sales,0,Never-married,Own-child,<=50K,White,Male,18
23990,Bachelors,0,40,White,Male,Private,13,361888,37,Prof-specialty,10520,Never-married,Not-in-family,>50K,White,Male,37
18022,11th,0,32,White,Female,Private,7,98881,45,Other-service,0,Married-civ-spouse,Wife,<=50K,White,Female,45
17388,HS-grad,0,25,White,Male,Private,9,131088,29,Handlers-cleaners,0,Never-married,Own-child,<=50K,White,Male,29
26920,Some-college,0,60,White,Male,Private,10,35783,62,Transport-moving,0,Married-civ-spouse,Husband,<=50K,White,Male,62
9226,Some-college,0,40,White,Male,Self-emp-not-inc,10,219869,41,Farming-fishing,0,Widowed,Unmarried,<=50K,White,Male,41
27698,Some-college,0,40,White,Male,Private,10,37072,24,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,24
6591,Some-college,0,35,Black,Female,Private,10,66432,23,Sales,0,Separated,Unmarried,<=50K,Black,Female,23
8731,Some-college,0,70,White,Male,Self-emp-not-inc,10,52822,56,Craft-repair,0,Married-civ-spouse,Husband,<=50K,White,Male,56
18379,Some-college,0,45,White,Male,Private,10,266529,52,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,52
23246,Prof-school,0,40,White,Male,Private,15,187560,32,Prof-specialty,3908,Married-civ-spouse,Husband,<=50K,White,Male,32
8361,Some-college,0,10,White,Female,Private,10,117789,20,Sales,0,Never-married,Own-child,<=50K,White,Female,20
11909,Bachelors,0,50,White,Male,Private,13,122747,35,Prof-specialty,0,Married-civ-spouse,Husband,>50K,White,Male,35
31549,Some-college,0,50,White,Female,State-gov,10,413345,24,Prof-specialty,0,Married-civ-spouse,Wife,<=50K,White,Female,24
9118,Some-college,0,40,White,Male,Private,10,149347,37,Craft-repair,0,Married-civ-spouse,Husband,>50K,White,Male,37
36993,Bachelors,0,45,White,Female,Private,13,176069,40,Prof-specialty,0,Divorced,Not-in-family,<=50K,White,Female,40
117,11th,0,24,White,Female,Private,7,200967,23,Other-service,0,Never-married,Not-in-family,<=50K,White,Female,23
38243,HS-grad,0,48,White,Male,Private,9,62374,34,Craft-repair,0,Never-married,Not-in-family,<=50K,White,Male,34
4249,Assoc-acdm,0,35,Black,Female,Private,12,184178,33,Other-service,0,Married-civ-spouse,Wife,<=50K,Black,Female,33
